review,label
"""I am 22 and I been on since I was 21, I havent had a period since I have been on, which is fine but my sex drive is out the window. Haven't had sex with my boyfriend in 6 weeks and we live together. I'm just not in the mood AT ALL. Also I notice I have been dry and that has never been the case. Also a lot of weight gain and no matter how much I exercise it wont come off. I also feel like my feet keeps growing. Its perfect for effectiveness but its the price you pay so to each its own. Different bodies react different ways so my story may not be yours.""",0
"""I went on this pill when I got into my first serious relationship.  I've tried other birth control pills before and had to go off of them because of weight gain. When I finally got back on the pills, I thought it was great because my periods were always regular, I had no weight gain, and my skin was flawless.  But, after being on it for 6 months now I'm realizing that this pill is the reason for my poor mental health.  I went from being happy and satisfied with my life, to being an actual crazy person.  I started lashing out at the people I loved as the months progressed. I would have the worst mood swings of my life.  I would be happy and laughing, and the next minute I was in tears.  It turned me into an angry person that I didn't know.""",1
"""I switched to FE 1/20 from Sprintec birth control and it's been nothing but hell. I don't know if it's my body that's reacting so negatively or what but I hate this birth control. It hasn't even been a full month and I'm already on the urge of losing my mind. I've been crying almost everyday, snapping at people feeling depressed and hated..it's unreal. I've never been so sad in my life. My headache also gotten much worse than before. The only positive is it made my boobs bigger and period lighter.""",1
"""Having extreme lower back pain since having the nexplanon inserted. The pain is on the side left side where the nexplanon was inserted (left upper inner arm). Is anyone else experiencing this?""",0
"""I started taking Aviane when I was 16 1/2 and I've been on it ever since. I'm now 21 and about to discontinue my use of Aviane. It caused me to be emotional almost all the time, I have very little patience, moods swings, I gained weight, it's tough to lose weight, I have constant headaches and my acne is horrible to the point of scarring. Since I was taking this birth control through the toughest of teenage years, I just thought this was who I became. But after doing research and finding this website, I now know I'm not the only one who has suffered through taking Aviane. It did its job with preventing pregnancy, but didn't help with my heavy period and painful cramps. I'm finishing my current pack and it'll be my last.""",1
"""This is the first and only birth control medication I've been on. I've been taking it a little over 2 years now. I've had no side-effects besides EXTREMELY low sex drive. I've never had a particularly high sex drive but now it's nonexistent. I haven't had any of the headaches or mood swings. There was a mild increase in my acne but I'm also a college student so I don't particularly lay all the blame on the pill. Overall, it does it's job but I would caution potential takers with low libido.""",0
"""The first month was bad. Breakthough bleeding.. cramping and bloating.. mood swings. But the second month was perfectly fine. I'm going onto my 3rd month now. Once my body got used to it everything was perfect. I love not having to remember to take a pill each day! This is so easy!""",0
"""This implanon has been the worst birth control I have taken. I've had terrible breakouts, non stop spotting , loss of libido , and it's causing me to get agitated over ever my little thing. This birth control has caused me to fight with my boyfriend every single day and has slowly been pushing us apart. I'm ready to get this thing the hell out of me.""",1
"""I'm 18 and this is my first time being on birth control so when I read all the horrible reviews on Lutera I was really worried. But it's been about a week now and I can definitely say that I love it so far! Haven't had any side effects besides really bad nausea on the second day of the pill. But everything was fine after that. Haven't experienced any mood swings, decrease in sex drive. I've noticed that my appetite did increase just a little and my breasts have been more tender than usual.""",0
"""This pill did horrible things to me. I felt nauseous constantly and experienced severe anxiety. So much so, that I could not leave the house without crying. I was depressed and gained 8 pounds. All of this in less than a few months. I finally went off Tri Sprintec when I realized that it was causing me these side effects. Absolutely terrifying experience.""",0
"""I have had this for about 5 months now.. I had NO IDEA others were going through the same things I am... I am tired, moody and have gained about 25 lbs.. I have been working out more and couldn't figure out what was going on until now. I am dry during sex, not in the mood most of the time. Acne has been pretty bad, didn't know why that was either (don't usually have acne). For a few weeks now my body feels like it is pregnant. The moods, tired, etc.... but all tests say not pregnant. It makes me uncomfortable to have so many things going on.""",1
"""So I got my skyla inserted and it was honestly the worst pain of my entire life. My doctor had told me that I would feel some cramping but during and especially after I could not even breathe. I sat up after it was over and started sweating, my ears started to ring and I then passed out! When I woke up I was in the worst pain I have ever felt. I drove myself to the doctor but I had to have someone come get me because I couldn't even stand up. The rest of the day I had extreme cramping. Still debating on whether to take it out or not because it doesn't feel comfortable.""",1
"""I got this for the same reason as everyone else, because I hate taking the pill. I must say I give it a 10 for birth control considering I'm constantly on my period, so I can't have sex anyway. It's been three months that I've been on my period, and the constant bleeding caused a bacterial infection which then led to problems with UTIs. I am miserable, but my doctor made me sign an agreement saying I couldn't get it removed because of period problems, so now I'm stuck. I would not suggest this product to anyone who plans on having sex in the next six months or doesn't want to pay to constantly buy pads or tampons. It is becoming expensive and not worth all of this hassle.""",1
"""I am a 42 year old mother of 1. I had Mirena inserted in 2007 after I was done breast-feeding. I absolutely LOVED Mirena until recently. I didn't have to remember to take the pill daily and I felt it was the best way to prevent another pregnancy. A couple of months ago, I had a new one inserted after months of my husband complaining about the strings poking him. I don't know what made me look into it, but I realized that over the past 4 years I have gained over 35lbs.,my sex drive is almost non-existent, I am often dry during intercourse. I want to run to the ObGyn, but have to wait until next week to it removed. If you get one, be aware of your body's response to it following insertion.""",1
"""LOVE IT! No complaints.""",0
"""Very positive experience.

I had previously used depo shots, so I knew going in that I would not have any harsh side effects. No headaches, spotting, weight gain or anything of that nature. Just a tiny dot scar where they inserted it. 

The entire process was quick and painless (I went to a very upscale and reputable establishment).""",0
"""I've been using this for three months and I'm finally taking this emotional draining mister out this next cycle. I was so excited to use this at first but as each month went by I felt more and more depressed and miserable. My labito went down incredibly low to the point where the thought of even having sex would just give me headaches. I was never like this and I've become an emotional beast using this and it has effected the relationship I'm currently in. I don't recommend this, although it has amazing perks and it's convenient it's not worth destroying you as a person and possibly you're relationship and own overall happiness.""",1
"""I have been taking this for over 3 months. I have very light periods that only last a few days (which I love). I started taking this because I got back onto the Nuva ring after 3 years of using no method besides condoms. Although taken the ring in the past and loved it, it didn't work for my body this time and I ended up having an increased amount of breakthrough bleeding. So I asked my doctor for a low hormone bcp. I was skeptical at first because of my past experiences with the pill but I love it. My breasts and stomach feel sore and tender for most of the month, and sometimes I feel more tired than usual, but I love this pill and hope it works for you too!""",0
"""I hated being on Yaz. It caused me to gain a lot of weight, so much so and so quickly it actually scared me. I was incredibly depressed and sad all the time finding myself crying nearly every day whereas I am normally a person who almost never cries or gets overly emotional. I had difficulty breathing and felt like my chest was weighed down. Anxiety and panic attacks became my daily norm. Another strange thing was it gave me little red bumps all over my face that weren't acne but just texture. I have been off Yaz for a year now and I still have the red bumpy texture all of my face """,1
"""I got nexplanon in Nov. 2016 I was 107lbs now in May 2017 I weigh 145lbs, I have not changed my eating habits from before nexplanon. I have tried cutting down on how much I eat and eating healthier and my weight hasn't gone down at all. I have had a period going on 4 months now with extremely painful cramping. Nexplanon is the worst birth control I have ever had.""",1
"""I was switched to this pill from LoLoestrin Fe after changing my health insurance that didn't cover LoLo. I loved Lolo as I didn't get any side effects. Even aware of the horrible ratings that I read about Junel fe I decided to give it a try, becasue hey, everybody is different. HORRIBLE PILL. From the moment I started taking it I felt dizzy, had cramps, anxiety, mood swings, loss of energy and worse of all, I was getting migraines like almost every day. I also started to gain weight and THE HORROR... ACNE TOO! I told my OBGYN and we are going to try other method. Pills like this should not be on the market PERIOD and insurance companies should  not just take the cheapest stuff that makes their subscribers PAYING THEM miserable.""",1
"""I have had my iud inserted February of 2014, now, more than 2 years later I have had it removed today, finally.



This birth control has been so horrible for me, so horrible that even if I got offered a million pounds I would still not get that thing anywhere near me again.



The first 6 months was okay, I expected it to be uncomfertable and maybe a little painfull but 2 years later the pain only got worse.

I took this because I had very painfull and heavy periods, also I kept forgetting the pill.

My periods have been super heavy, really painfull and irregular.

This is not even the only thing, ever since I have this thing I have had chronic thrush infections and so much discharge that I did not dare to go outside because I was scared.""",1
"""I've had the Nexplanon for 2 years. I had my period for a couple months and then nothing since. No cramping or spotting. I do have close to zero libido which I actually don't mind but obviously may be an issue for others.  Overall I'm satisfied with it.""",0
"""I started this medication when I was 15 because I had extremely painful, irregular, and stressful periods. I never knew when it would start or end, and I almost always had to miss at least one day of school per period. It sucked.
When I started this medication, I did notice some spotting for the first month of use. I then had my period and I never spotted again! 
It's been three years since I started this medication, and I've only gained 5 pounds in that time, so I'm assuming it's unrelated to the medication. I have not noticed any cravings, mood changes, or acne while on this medication.""",0
"""I had been taking ortho tri cyclen lo but had to switch to this generic tri lo sprintec. I started it on vacation with my fianc&eacute; in Hawaii and it made me SO moody, irritable, angry, and crazy! Not much can ruin a vaca in Hawaii, but it definitely caused me to start a lot of fights with my s/o. Seriously, these side effects are so real. I'm sure it affects everyone differently, but I'm switching right away. That's the first thing my fianc&eacute; said to me too- caused me to not act my normal self, cry about everything and make everything a difficult situation. Such a terrible experience. No babies though..""",1
"""Horrible birth control experience! I do not recommend this method to anyone. I've only been taking the pill for about a week and I've been in the ER and urgent care for extreme chest/back pain and trouble breathing. My lung is now inflamed as a side effect of this pill (Junel Fe) This pill has effected my daily life and caused a lot of unexpected medical expenses. I am a very healthy 29 year old with no history of health problems. I do not smoke either. Very unfortunate situation. Please do your research before taking this pill.""",1
"""I have tried the pill, the patch, nuvaring, patch and the depo shot. I have to say the IUD has been my favorite! I did like the depo a lot but I broke out with a lot of acne all over my face. I never had acne as a teenager so getting it as an adult was torture and humiliating. I had to see a dermatologist and get on accutane. I then got the IUD in May 2011. I was nervous after reading reviews but decided I'd give it a shot anyway. Getting it inserted, I didn't realize how badly it hurt...after 30 days it felt great! I did have to get it trimmed once since my husband did hit it a few times. Other than that I highly recommend it. Best birth control I've tried by far! Give it a chance :)""",0
"""I would never recommended as a birth control. I got it in 2014 I just got to take it out today in 2017. For the past year-and-a-half I've been so sick. I've been seen special doctors got my gallbladder taken out, and been on many medications because they could never figure out what was truly wrong with me. I had cramping horribly bad and heavy  periods, nausea, vomiting, upset stomach. Always felt like I had morning sickness. Fatigue, brain fog. Finally I saw a link on a website saying how paragard has really bad side effects thank God I clicked on that. I have 85% of all side effects. Found out that the copper on this has been going to my bloodstream and I have what's called copper toxicity. Way too much copper in my body.""",1
"""Just got marina inserted today. Was on bc for years tried pill patch etc. Hubby then got snip which failed but we are delighted with our little bundle of joy. Really did not know what to expect and was very nervous about insertion. I took ponston before hand and it did not hurt. Measurement went fine then when inserted felt something but very mild. Not like some reviews. So far so good but dont have it long enough to comment on side effects. Insertion not as bad as i expected. Will update in a few months time""",0
"""I was taking Aviane before and transferred my prescription to a different pharmacy. There they gave me lutera since they did not have aviane... Worst experience of my life. Constant headaches and acne were the main symptoms right before my period. Extremely painful periods as well. If you are experiencing these symptoms while on lutera, I would highly recommend trying aviane. I do not have any headaches or acne and my periods are pain free.""",1
"""before my body adjusted i had really bad mood swings. when my first cycle on the pill came around it was a little unsettling to say the least. bad cramping. inconsistent dark blood. menstruation is no longer a hassle though as its practically stopped completely. no mood swings. no change in appetite. less acne. you might not match this pill if you continue to yeild undesirable results.""",0
"""This is THE absolute worst birth control and I wouldn't recommend it to anyone. When I first had it placed I had my period for 5 MONTHS STRAIGHT. Now I've had it for almost 2 years (Ive procrastinated getting it out) my periods can last from 15-30 days, easy. And I'm lucky if I get 10 days inbetween them. Aside from that, my arm aches and throbs. I have heard so many horror stories about this birth control & plan on getting it taken out soon. LADIES, #SayNoToNexplannon""",1
"""I wish I could say I had a good experience with the nuva ring but I didn't. I was one of the unlucky ones who suffered through very severe symptoms the entire time. I had severe cramping/abdominal pain for the entirety of the time I was using the ring. They were so bad that I took time off from work because I could not stand up. I bled almost constantly the entire time, and it was very heavy spotting, heavier than I had ever had from a period before using the ring. I bled heavily during and after intercourse. 

After the cramps became unbearable and I could not stand bleeding as heavily as I was I decided to come off nuva ring. It took my body seven months to stop bleeding heavily. I had heavy periods for two weeks at a time as my body readjusted. And even now my periods last longer than they did before using the ring. I also have spotting in between periods, and I never had spotting before using the ring. 

I'm starting a new birth control, and I'm hoping my body goes back to normal soon.""",1
"""Just had mine put in today and it wasn't as bad as I expected. There was was a little pressure upon insertion but otherwise it went like a normal yearly visit. My doc explained everything along the way and everything went great with only slight bleeding. I did get light headed and and slightly disoriented after but they cooled me down and am doing perfectly fine. So far only slight cramping experienced and very minimal bleeding.""",0
"""Horrible I started it about 3 weeks ago now and since my anxiety has been horrible I cannot enjoy my days I'm constantly nauseous severe cramps and I've started bleeding again two days ago and my pains are horrible when my bleeding started again I also had pretty bad diahrea my stomach has always been a strong one and it seems to be so far off and upset all the time now I've got weird headaches dizziness and lower back pain this pill sucks will stop taking this pill after today when I finally realized what it really was""",1
"""My experience: I'm 18 years old, and this birth control is amazing! Hardly use condoms with my spouse and I've been protected for 2 and half years. The only bad side, is the bleeding and discharge. I've been bleeding non stop and cannot tell what's my period and what's just blood. The other down side, is headaches and the blood! It's annoying to want to get intimate and have a pile of blood in your underwear. If you're looking for protection I highly recommend this, but if you mind bleeding and the other mishaps then try the pill!!""",0
"""Was on depo for a year prior to switching to nexplanon in 2012. For the first 2 and half years there were no periods. The the last couple months of the 3 years however unpredictable periods started of varying durations of up to almost 3 weeks. Next insertion will probably be a few months before the 3 years to prevent the bleeding. New implant stopped the bleeding. No problems with weight gain or loosing weight on Nexplanon.""",0
"""This gave me headaches all the time. Stopped taking it and have been headache free !""",1
"""I had the Paragard IUD for 6 months, I chose this particular birth control because it has no horomones! My experience getting the device inserted was smooth.. it didn't hurt at all, but there was indeed some pressure! I was sore for about 3 days, my periods stayed the same, and everything was normal.. the only thing I would point on though was I kept having a strong cramp in my tail bone and sex was quite uncomfortable! Other then that this birth control gave me no other problems.""",0
"""I was on the Ortho Evra patch for a couple years and after the first 3 months of your body adjusting to it, (which you are forewarned about) just regular side effects, mood swings, regular cramps (when your time is almost near) and I believe it gave me a high sex drive. I've been off of it for about 5 months and my sex drive plummeted dramatically. It's extremely convenient due to my forgetting to take the pill everyday. I usually put it on my pelvis and rotate sides each week.""",0
"""I love it. No side effects. My periods have only been when I regulate them with pills. I have been on it for a year and 9 months and I'm not pregnant.""",0
"""I absolutely loved this IUD. I was skeptical at first, being that I hopped on the internet and started reading reviews and pretty much all I saw were people saying how bad the pain was getting it inserted and that the pain was worse to get it removed. The pain getting it inserted was NOT as bad as I was expecting. It literally just was a cramp that was a smidge more painful than I was use to. Besides that, the insertion was not bad. I cramped/bled for about a month then after that my periods started to slowly lighten up and now 3 years later I basically have no period (which is awesome considering before my IUD I had the worst periods). I recommend Skyla to everyone.""",0
"""Hello everyone! I just want to share some experience with the use of Mirena. I have had it for almost 6 months. I was recommended by my healthcare provider of this option since it is safe and suit with my situation. I am 27 years old now and have no kids. In the process of putting it in, it was very painful since I have never had kids, so my cervix is not as wide as ones who did. I had bad cramps for about a week and period for almost a month. Since then, I have some spotting as well as cramps. The cramp is not as bad as I used to have when I was on period. I don't think I have other side effects such as acne or weight gain. I recommend it to you. To me, it is more of psychological fix! Worry free!""",0
"""This is amazing! The procedure doesn't hurt but a little burn sensation, which isn't anything to stress over. I have not gotten any headaches from Implanon as compared to the pill. So far I think it is great.""",0
"""I've been on Ortha Evra & Xulane for going on 6 years now. They switched to the off-brand a few years ago and I never noticed a difference. I haven't had any complications or bad side effects from it. The only thing I've noticed is if I quit taking it, my period quits coming. I just recently tried to stop in January, my period came that month. Skipped February completely, and passed my period date for this month. So I got back on it to hopefully regulate it out again. Not sure what to do if I wanna stop taking it and try to get pregnant again tho.""",0
"""I've been on Generess Fe for roughly 5 months and I'm still experiencing bad nausea. I have also noticed weight gain (probably around 10-15 lbs within the first couple of weeks), my breasts are constantly tender and I'm depressed and tired much of the time. I have an appointment to switch my birth control.""",1
"""I have mood swings and had 8 months non-stop spotting with  loss of sex drive all together.""",1
"""I LOVE IT. I had Implanon implanted early September 2011 and had a little bit of spotting for the first 3 weeks and that was it. As for the procedure, I HATE NEEDLES. I had the doctor distract me for the whole process and I still fainted (haha oops) the procedure wasn't as bad as I may have made. It just seems with my fainting (I'm just a wuss),  it was fast and basically painless. My periods have completely stopped. I love not worrying about having to take a pill every day. Overall I am very happy with Implanon! 
""",0
"""I'm 17 & I've been on the patch for 4 months now. Before this I had been on the pill for a few years but it started to become inconvenient. The patch is VERY convenient for me. I've tried quite a few birth controls for my heavy and painful periods but nothing has ever worked. The patch hasn't made too much of a difference in that area but my skin is clear & I'm definitely protected from pregnancy.  The first two months my period was really bad but it got better. I'm happy with the patch and I recommend it.  One downside is the color of it though. I'm African American so my skin is brown and the patch is kind of pink like a Bandaid. No big deal though.""",0
"""I love Apri. A friend recommended Apri and as soon as I picked up my prescription that is when my love affair with Apri began. Prior to taking Apri, I had severe PMS (irregular periods, depression 1 week before and 1 week after my period, horrible cramps, acne) so my doctor suggested a birth control to help regulate my PMS symptoms. After taking Apri, my acne has completely cleared up, no weight gain, 3 day periods with light bleeding, and no depression. I haven't noticed increased bust size and no change in my sexual desires. I do have increased discharge. But that would be the only bad side effect.""",0
"""I decided to read the reviews for Mirena after I got it.  Wow am I ever glad I waited!  Reviews that stated spotting for months, and painful intercourse, would have been enough to put me off for sure.

However, I've had a fantastic experience with Mirena so far.  Spotted for 1.5 days (not months - DAYS) with only mild cramping.  Intercourse after 3 days, and it was as enjoyable, if not more so than before.

As I understand, it's better to have had children before using Mirena.  I can see why - insertion would likely have been more painful had I not had 1 child.

High recommendations, but of course, your doctor will know if Mirena is your best choice.  Right down to the tilt of your uterus - there are many factors to take into consideration.""",0
"""Effectiveness.. well I was the 1% of the population to get pregnant from the IUD. I ended up in the ER because of moderate to severe abdominal pain, bloating, and bleeding. I had weird symptoms and I didn't think it was time for my period so I called my gyno and she said I was probably fine but just take a pregnancy test (I was concerned my IUD shifted). The pregnancy test was positive so we knew something was very wrong so ended up in ER with an ectopic pregnancy and a huge ovarian cyst. I had emergency surgery to remove my Fallopian tube. I had the IUD for 5 months and it was not a pleasant experience, I had cramping that was severe even months after I got it put in, to the point I was hurled over. But it may have been the cyst growing.""",1
"""I just had Nexplanon placed 6/4/13. The process was simple enough, the only pain I felt was the numbing process, then just tugging sensations as the Doctor placed the insert. Where my arm was cut has been slow to heal, but it is getting there. My biggest scare was that it would come out, it is still there so far! I haven't had any adverse side effects, only itching which I assume is my arm healing. I have been on pills since I was 15, so 16 years later I am excited to try a new method that I don't have to think about everyday. A friend recommended it to me and I would definitely recommend it anyone!""",0
